season,season_type,start_date,completed,home_id,home_team,home_conference,home_division,home_points,home_line_scores[0],home_line_scores[1],home_line_scores[2],home_line_scores[3],away_id,away_team,away_conference,away_division,away_points,away_line_scores[0],away_line_scores[1],away_line_scores[2],away_line_scores[3],start_time_tbd,venue_id,venue
2022,regular,2022-11-05T17:00:00.000Z,true,122774,Keystone,ECFC,iii,,,,,,2951,SUNY Maritime,ECFC,iii,,,,,,false,7082,Athletic Field Complex
2022,regular,2022-11-05T17:00:00.000Z,true,2261,Hampton,CAA,fcs,14,0,7,7,0,2729,William & Mary,CAA,fcs,20,7,3,7,3,false,3620,Armstrong Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,227,Rhode Island,CAA,fcs,26,0,7,13,6,311,Maine,CAA,fcs,22,3,10,6,3,false,3824,Meade Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,390,Utica,Empire 8,iii,,,,,,365,Alfred,Empire 8,iii,,,,,,false,3675,Charles A. Gaetano Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2651,Trine,Michigan,iii,,,,,,2812,Hope,Michigan,iii,,,,,,false,6130,Fred Zollner Athletic Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2817,Minnesota St-Moorhead,Northern Sun,ii,,,,,,3066,Concordia-St. Paul,Northern Sun,ii,,,,,,false,3606,Scheels Field at Nemzek Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2441,New Haven,Northeast 10,ii,,,,,,112334,Franklin Pierce,Northeast 10,ii,,,,,,false,6058,Ralph F. DellaCamera Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2257,Greenville,Upper Midwest,iii,,,,,,109418,Finlandia University,Upper Midwest,iii,,,,,,false,5853,Francis Field (IL)
2022,regular,2022-11-05T17:00:00.000Z,true,7,Amherst College,NESCAC,iii,17,7,0,3,7,340,Bowdoin,NESCAC,iii,14,0,7,7,0,false,5792,Pratt Field at Lehrman Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2614,St. Vincent,Presidents',iii,,,,,,2845,Waynesburg,Presidents',iii,,,,,,false,3677,Chuck Noll Field
2022,regular,2022-11-05T17:00:00.000Z,true,2516,Randolph-Macon,Old Dominion,iii,,,,,,366,Ferrum,Old Dominion,iii,,,,,,false,6105,Day Field
2022,regular,2022-11-05T17:00:00.000Z,true,2746,Wittenberg,North Coast,iii,7,0,0,0,7,2980,Ohio Wesleyan,North Coast,iii,14,0,14,0,0,false,4757,Edwards-Maurer Field
2022,regular,2022-11-05T17:00:00.000Z,true,2119,Central State,SIAC,ii,,,,,,2310,Kentucky State,SIAC,ii,,,,,,false,4749,McPherson Memorial Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2047,Averett,Old Dominion,iii,,,,,,2258,Guilford,Old Dominion,iii,,,,,,false,5799,Daly Field at Frank R. Campbell Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2702,Western New England,Commonwealth Coast,iii,,,,,,111675,University of New England,Commonwealth Coast,iii,,,,,,false,6143,Golden Bear Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2583,Southern Connecticut State,Northeast 10,ii,,,,,,126086,Post University,Independent DII,ii,,,,,,false,6071,Jess Dow Field
2022,regular,2022-11-05T17:00:00.000Z,true,112358,Long Island University,NEC,fcs,29,13,3,6,7,2115,Central Connecticut,NEC,fcs,20,7,0,0,13,false,6043,Bethpage Federal Credit Union Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,389,Upper Iowa,Northern Sun,ii,7,7,0,0,0,2851,Winona State,Northern Sun,ii,45,14,14,10,7,false,6030,Harms-Eischeid Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2828,Shenandoah,Old Dominion,iii,,,,,,297,Hampden-Sydney,Old Dominion,iii,,,,,,false,6116,Shentel Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2871,Kean,New Jersey,iii,17,7,3,7,0,2532,Salisbury,New Jersey,iii,32,0,10,13,9,false,5905,Kean Alumni Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2782,SUNY Cortland,Empire 8,iii,56,7,28,14,7,374,St. John Fisher,Empire 8,iii,14,0,0,7,7,false,5125,Stadium Red Field
2022,regular,2022-11-05T17:00:00.000Z,true,2019,Allen,SIAC,ii,21,7,0,0,14,490,Benedict College,SIAC,ii,54,19,7,28,0,false,6217,W.C. Hawkins Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2800,Alma College,Michigan,iii,,,,,,2003,Adrian,Michigan,iii,,,,,,false,5790,Bahlke Field
2022,regular,2022-11-05T17:00:00.000Z,true,284,Stonehill,NEC,fcs,50,14,17,7,12,2681,Wagner,NEC,fcs,10,3,7,0,0,false,6075,W.B. Mason Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2506,Presbyterian College,Pioneer,fcs,28,7,7,7,7,2168,Dayton,Pioneer,fcs,52,21,14,10,7,false,3627,Bailey Memorial Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2832,St. Norbert,NACC,iii,,,,,,101,Eureka College,NACC,iii,,,,,,false,6121,Donald J. Schneider Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2685,Wartburg,American Rivers,iii,81,27,26,21,7,2564,Simpson College,American Rivers,iii,9,0,2,7,0,false,6137,Walston-Hoover Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2964,Central,American Rivers,iii,,,,,,67,Luther,American Rivers,iii,,,,,,false,5817,Ron and Joyce Schipper Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2273,Hillsdale,Great Midwest Athletic,ii,,,,,,2392,Michigan Tech,GLIAC,ii,,,,,,false,3729,"Frank ""Muddy"" Waters Stadium"
2022,regular,2022-11-05T17:00:00.000Z,true,112335,Wheeling Jesuit,Mountain East,ii,,,,,,2128,Charleston (WV),Mountain East,ii,,,,,,false,6212,Bishop Schmitt Field
2022,regular,2022-11-05T17:00:00.000Z,true,128,Northern Michigan,GLIAC,ii,,,,,,129,Saginaw Valley,GLIAC,ii,,,,,,false,3950,Superior Dome
2022,regular,2022-11-05T17:00:00.000Z,true,2654,Truman State,Great Lakes,ii,,,,,,2816,McKendree,Great Lakes,ii,,,,,,false,6077,Stokes Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2886,Northwood (MI),Great Midwest Athletic,ii,,,,,,2477,Ohio Dominican,Great Midwest Athletic,ii,,,,,,false,3747,Hantz Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2438,Nebraska-Kearney,Mid America,ii,,,,,,2122,Central Oklahoma,Mid America,ii,,,,,,false,6057,Ron & Carol Cope Stadium at Foster Field
2022,regular,2022-11-05T17:00:00.000Z,true,455,WV Wesleyan,Mountain East,ii,,,,,,341,Frostburg State,Mountain East,ii,,,,,,false,5784,Cebe Ross Field
2022,regular,2022-11-05T17:00:00.000Z,true,2369,Mars Hill,South Atlantic,ii,,,,,,2839,Tusculum,South Atlantic,ii,,,,,,false,6046,Meares Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2364,Minnesota State,Northern Sun,ii,,,,,,2587,Southwest Minnesota State,Northern Sun,ii,,,,,,false,3641,Blakeslee Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,209,Lock Haven,Pennsylvania State Athletic,ii,,,,,,2559,Shippensburg,Pennsylvania State Athletic,ii,,,,,,false,3760,Hubert Jack Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2222,Ferris State,GLIAC,ii,28,7,7,14,0,110254,Davenport,GLIAC,ii,7,0,0,7,0,false,3960,Top Taggart Field
2022,regular,2022-11-05T17:00:00.000Z,true,215,Slippery Rock,Pennsylvania State Athletic,ii,,,,,,2205,Edinboro,Pennsylvania State Athletic,ii,,,,,,false,4430,Mihalik-Thompson Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2075,Bowie State,CIAA,ii,,,,,,2339,Lincoln (PA),CIAA,ii,,,,,,false,5873,Bulldogs Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2142,Colgate,Patriot,fcs,16,0,10,6,0,322,Lafayette,Patriot,fcs,21,7,14,0,0,false,3617,Andy Kerr Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2083,Bucknell,Patriot,fcs,17,3,0,7,7,2230,Fordham,Patriot,fcs,59,0,24,7,28,false,3676,Christy Mathewson-Memorial Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2630,UT Martin,OVC,fcs,27,0,24,3,0,338,Kennesaw State,Atlantic Sun,fcs,44,10,7,7,20,false,3748,Graham Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,108,Harvard,Ivy,fcs,20,7,10,3,0,171,Columbia,Ivy,fcs,21,0,10,3,8,false,3750,Harvard Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2619,Stony Brook,CAA,fcs,24,0,7,14,3,2415,Morgan State,MEAC,fcs,22,7,3,0,12,false,3788,Kenneth P. LaValle Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,2166,Davidson,Pioneer,fcs,56,10,7,14,10,56,Stetson,Pioneer,fcs,48,7,13,14,7,false,3897,Richardson Stadium
2022,regular,2022-11-05T17:00:00.000Z,true,48,Delaware,CAA,fcs,49,21,21,7,0,2405,Monmouth,CAA,fcs,17,10,0,0,7,false,3695,Delaware Stadium
2022,regular,2022-11-05T17:05:00.000Z,true,2188,East Stroudsburg,Pennsylvania State Athletic,ii,,,,,,2974,Shepherd,Pennsylvania State Athletic,ii,,,,,,false,4439,Eiler-Martin Stadium
2022,regular,2022-11-05T17:30:00.000Z,true,2569,South Carolina State,MEAC,fcs,24,0,7,7,10,2169,Delaware State,MEAC,fcs,27,7,10,7,0,false,3864,Oliver C. Dawson Stadium
2022,regular,2022-11-05T17:30:00.000Z,true,2940,Livingstone,CIAA,ii,,,,,,2304,Johnson C Smith,CIAA,ii,,,,,,false,3612,Alumni Memorial Stadium (NC)
2022,regular,2022-11-05T17:30:00.000Z,true,2733,Wilmington (OH),Ohio,iii,13,0,6,0,7,332,Muskingum,Ohio,iii,27,13,7,7,0,false,6152,Wiliams Stadium (OH)
2022,regular,2022-11-05T17:30:00.000Z,true,317,Marietta,Ohio,iii,,,,,,424,Capital,Ohio,iii,,,,,,false,5931,Don Drumm Stadium
2022,regular,2022-11-05T17:30:00.000Z,true,359,Otterbein,Ohio,iii,,,,,,427,Ohio Northern,Ohio,iii,,,,,,false,6101,"Memorial Stadium (Westerville, OH)"
2022,regular,2022-11-05T17:30:00.000Z,true,191,Heidelberg,Ohio,iii,,,,,,188,Baldwin-Wallace,Ohio,iii,,,,,,false,5854,Hoernemann Stadium
2022,regular,2022-11-05T17:30:00.000Z,true,426,Mount Union,Ohio,iii,34,7,7,13,7,2302,John Carroll,Ohio,iii,28,0,14,0,14,false,4856,Mount Union Stadium
2022,regular,2022-11-05T17:30:00.000Z,true,190,Defiance,Heartland,iii,,,,,,2362,Manchester,Heartland,iii,,,,,,false,5832,Justin F. Coressel Stadium
2022,regular,2022-11-05T17:30:00.000Z,true,2074,Bluffton,Heartland,iii,,,,,,2023,Anderson (IN),Heartland,iii,,,,,,false,5805,Alumni Field (OH)
2022,regular,2022-11-05T17:30:00.000Z,true,2233,Franklin,Heartland,iii,,,,,,2419,Mount St. Joseph,Heartland,iii,,,,,,false,3716,"Stewart """"Red"""" Faught Stadium"
2022,regular,2022-11-05T18:00:00.000Z,true,268,Lawrence,Midwest,iii,,,,,,80,Chicago,Midwest,iii,,,,,,false,5919,Ron Roberts Field at the Banta Bowl
2022,regular,2022-11-05T18:00:00.000Z,true,2079,Bridgewater (VA),Old Dominion,iii,,,,,,2688,Washington & Lee,Old Dominion,iii,,,,,,false,5800,Jopson Athletic Complex
2022,regular,2022-11-05T18:00:00.000Z,true,611,Seton Hill College,Pennsylvania State Athletic,ii,,,,,,2385,Mercyhurst,Pennsylvania State Athletic,ii,,,,,,false,3859,Offutt Field
2022,regular,2022-11-05T18:00:00.000Z,true,6845,Nebraska Wesleyan University,American Rivers,iii,14,0,14,0,0,2141,Coe,American Rivers,iii,34,0,0,21,13,false,6091,Abel Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,3,Birmingham-Southern,Southern Athletic,iii,,,,,,2121,Centre,Southern Athletic,iii,,,,,,false,3871,General Charles C. Krulak Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2600,St. Johns (MN),Minnesota,iii,,,,,,2101,Carleton,Minnesota,iii,,,,,,false,5117,Clemens Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2740,Wisconsin-La Crosse,Wisconsin,iii,,,,,,2723,UW-River Falls,Wisconsin,iii,,,,,,false,5914,Veterans Memorial Stadium (WI)
2022,regular,2022-11-05T18:00:00.000Z,true,272,Wisconsin-Platteville,Wisconsin,iii,,,,,,2738,Wisconsin-Eau Claire,Wisconsin,iii,,,,,,false,5911,Ralph E. Davis Pioneer Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2744,UW-Stout,Wisconsin,iii,7,7,0,0,0,2745,UW-Whitewater,Wisconsin,iii,16,3,7,0,6,false,5900,Don and Nona Williams Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,133,St. Olaf College,Minnesota,iii,,,,,,2968,Gustavus Adolphus,Minnesota,iii,,,,,,false,5813,Klein Field at Manitou
2022,regular,2022-11-05T18:00:00.000Z,true,2123,Chadron State,Rocky Mountain,ii,,,,,,11,Colorado Mesa,Rocky Mountain,ii,,,,,,false,5880,Elliott Field at Don Beebe Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2291,Indiana (PA),Pennsylvania State Athletic,ii,,,,,,2134,Clarion,Pennsylvania State Athletic,ii,,,,,,false,4433,George P. Miller Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,351,Wingate,South Atlantic,ii,15,3,3,3,6,2444,Newberry,South Atlantic,ii,24,7,10,7,0,false,5781,Irwin Belk Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,124,Augsburg,Minnesota,iii,,,,,,2802,Bethel (MN),Minnesota,iii,,,,,,false,5795,Edor Nelson Field
2022,regular,2022-11-05T18:00:00.000Z,true,2194,East Texas Baptist,American Southwest,iii,,,,,,2834,Sul Ross State,American Southwest,iii,,,,,,false,5838,Ornelas Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2781,Brockport State (NY),Empire 8,iii,,,,,,3110,Morrisville State,Empire 8,iii,,,,,,false,6126,Bob Boozer Field
2022,regular,2022-11-05T18:00:00.000Z,true,2758,Howard Payne,American Southwest,iii,,,,,,2371,Mary Hardin-Baylor,American Southwest,iii,,,,,,false,5857,Gordon Wood Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2151,Concordia (IL),NACC,iii,,,,,,2283,Benedictine (IL),NACC,iii,,,,,,false,5826,Concordia Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,75,North Park,CCIW,iii,,,,,,72,Elmhurst,CCIW,iii,,,,,,false,6093,Holmgren Athletic Complex
2022,regular,2022-11-05T18:00:00.000Z,true,2919,Monmouth (IL),Midwest,iii,,,,,,2891,Ripon,Midwest,iii,,,,,,false,6084,April Zorn Memorial Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2152,Concordia (MN),Minnesota,iii,,,,,,162,Hamline,Minnesota,iii,,,,,,false,5825,Jake Christiansen Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,266,Beloit College,Midwest,iii,,,,,,262,Lake Forest,Midwest,iii,,,,,,false,3945,Strong Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,263,Loras College,American Rivers,iii,,,,,,49,Dubuque,American Rivers,iii,,,,,,false,5921,Rock Bowl
2022,regular,2022-11-05T18:00:00.000Z,true,2206,Edward Waters,SIAC,ii,,,,,,124110,UFTL,,,,,,,,false,3705,Earl Kitchings Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,218,Temple,American Athletic,fbs,54,3,13,17,21,58,South Florida,American Athletic,fbs,28,7,7,14,0,false,3806,Lincoln Financial Field
2022,regular,2022-11-05T18:00:00.000Z,true,60,Morehouse,SIAC,ii,,,,,,2805,Clark Atlanta,SIAC,ii,,,,,,false,6056,B.T. Harvey Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,306,Illinois Wesleyan,CCIW,iii,,,,,,3071,North Central,CCIW,iii,,,,,,false,5859,Tucci Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2588,Southwestern University,American Southwest,iii,,,,,,2639,Texas Lutheran,American Southwest,iii,,,,,,false,6118,Birkelbach Field
2022,regular,2022-11-05T18:00:00.000Z,true,143,Washington (MO),CCIW,iii,,,,,,396,Wheaton College (Ill),CCIW,iii,,,,,,false,5897,Francis Field (MO)
2022,regular,2022-11-05T18:00:00.000Z,true,2042,Augustana (IL),CCIW,iii,,,,,,2106,Carthage,CCIW,iii,,,,,,false,5796,Charles D. Lindberg Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2810,Hardin-Simmons,American Southwest,iii,,,,,,2045,Austin College,American Southwest,iii,,,,,,false,5114,Shelton Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,509,Crown College,Upper Midwest,iii,,,,,,583,Northwestern (MN),Upper Midwest,iii,,,,,,false,5829,Old National Bank Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2155,Cornell College (IA),Midwest,iii,27,14,0,7,6,255,Knox College,Midwest,iii,31,6,11,7,7,false,5828,Van Metre Field at Ash Park
2022,regular,2022-11-05T18:00:00.000Z,true,2044,Aurora,NACC,iii,,,,,,6353,Lakeland University,NACC,iii,,,,,,false,5797,Vago Field
2022,regular,2022-11-05T18:00:00.000Z,false,65,Grinnell,Midwest,iii,,,,,,2286,Illinois College,Midwest,iii,,,,,,false,5861,Rosenbloom Field
2022,regular,2022-11-05T18:00:00.000Z,true,74,Millikin,CCIW,iii,18,0,6,6,6,32,Carroll (WI),Midwest,iii,26,14,3,7,2,false,6080,Frank M. Lindsay Field
2022,regular,2022-11-05T18:00:00.000Z,true,295,Old Dominion,Sun Belt,fbs,0,0,0,0,0,276,Marshall,Sun Belt,fbs,12,0,6,3,3,false,3918,Foreman Field
2022,regular,2022-11-05T18:00:00.000Z,true,409,Concordia (WI),NACC,iii,45,7,10,21,7,2741,Wisconsin Lutheran,NACC,iii,21,0,14,7,0,false,5827,Tomasini Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2262,Hanover,Heartland,iii,,,,,,86,Rose-Hulman,Heartland,iii,,,,,,false,3614,Alumni Stadium (IN)
2022,regular,2022-11-05T18:00:00.000Z,true,2359,Macalester,Minnesota,iii,,,,,,375,St. Scholastica,Minnesota,iii,,,,,,false,5928,Macalester Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2643,The Citadel,Southern,fcs,21,7,0,0,14,236,Chattanooga,Southern,fcs,31,3,7,14,7,false,3782,Johnson Hagood Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,119,Towson,CAA,fcs,27,0,10,3,14,222,Villanova,CAA,fcs,3,3,0,0,0,false,3781,Johnny Unitas Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2803,Bryant,Big South,fcs,43,13,20,3,7,2097,Campbell,Big South,fcs,37,3,7,6,21,false,3661,Bulldog Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2894,Sioux Falls,Northern Sun,ii,,,,,,2844,Wayne State (NE),Northern Sun,ii,,,,,,false,6070,Bob Young Field
2022,regular,2022-11-05T18:00:00.000Z,true,2743,Wisconsin-Stevens Point,Wisconsin,iii,,,,,,271,UW-Oshkosh,Wisconsin,iii,,,,,,false,5903,Community Stadium at Goerke Park
2022,regular,2022-11-05T18:00:00.000Z,true,2710,Western Illinois,MVFC,fcs,17,0,10,0,7,2449,North Dakota State,MVFC,fcs,56,14,14,21,7,false,3746,Hanson Field
2022,regular,2022-11-05T18:00:00.000Z,true,2674,Valparaiso,Pioneer,fcs,7,0,0,7,0,2900,St. Thomas (MN),Pioneer,fcs,34,7,7,13,7,false,3655,Brown Field
2022,regular,2022-11-05T18:00:00.000Z,true,233,South Dakota,MVFC,fcs,20,7,6,7,0,2623,Missouri State,MVFC,fcs,13,3,0,0,10,false,1905,DakotaDome
2022,regular,2022-11-05T18:00:00.000Z,true,2210,Elon,CAA,fcs,27,7,17,0,3,399,Albany,CAA,fcs,3,3,0,0,0,false,3894,Rhodes Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2118,Central Missouri State,Mid America,ii,,,,,,137,Missouri Western,Mid America,ii,,,,,,false,4724,Audrey J. Walton Stadium at Vernon Kennedy Field
2022,regular,2022-11-05T18:00:00.000Z,true,2657,Tuskegee,SIAC,ii,26,6,0,7,0,2396,Miles,SIAC,ii,23,3,10,0,0,false,4747,Abbott Memorial Alumni Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2911,William Jewell College,Great Lakes,ii,,,,,,2292,Indianapolis,Great Lakes,ii,,,,,,false,4753,Greene Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2013,Albany State (GA),SIAC,ii,21,0,14,0,7,2232,Fort Valley State,SIAC,ii,31,7,17,0,7,false,4110,A.J. McClung Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2148,Concord,Mountain East,ii,,,,,,2017,Alderson-Broaddus,Mountain East,ii,,,,,,false,3667,Callaghan Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2043,Augustana (SD),Northern Sun,ii,,,,,,134,Minnesota-Duluth,Northern Sun,ii,,,,,,false,5872,Kirkeby-Over Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,132,Bemidji State,Northern Sun,ii,24,7,3,14,0,425,Northern State,Northern Sun,ii,14,0,0,0,14,false,5874,Chet Anderson Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2237,Fort Lewis,Rocky Mountain,ii,,,,,,2714,Western State,Rocky Mountain,ii,,,,,,false,5944,Ray Dennison Memorial Field
2022,regular,2022-11-05T18:00:00.000Z,true,2107,Catawba,South Atlantic,ii,10,0,3,0,7,2331,Lenoir-Rhyne,South Atlantic,ii,62,14,20,14,14,false,5122,Shuford Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2071,Bloomsburg,Pennsylvania State Athletic,ii,17,0,0,7,10,210,Millersville,Pennsylvania State Athletic,ii,25,6,6,6,7,false,4435,Robert B. Redman Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2424,New Mexico Highlands,Rocky Mountain,ii,,,,,,2146,Colorado Mines,Rocky Mountain,ii,,,,,,false,6059,Sanchez Family Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2231,Fort Hays State,Mid America,ii,,,,,,196,Northeastern State,Mid America,ii,,,,,,false,5890,Lewis Field Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2428,North Carolina Central,MEAC,fcs,50,15,7,21,7,47,Howard,MEAC,fcs,21,0,7,14,0,false,3862,O'Kelly-Riddick Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2687,Washburn,Mid America,ii,23,6,7,10,0,90,Pittsburg State,Mid America,ii,37,16,14,0,7,false,6034,Yager Stadium at Moore Bowl
2022,regular,2022-11-05T18:00:00.000Z,true,2717,Western Carolina,Southern,fcs,36,3,9,14,10,2747,Wofford,Southern,fcs,29,7,7,7,8,false,3704,E. J. Whitmire Stadium
2022,regular,2022-11-05T18:00:00.000Z,true,2586,Southwest Baptist,Great Lakes,ii,,,,,,2825,Quincy,Great Lakes,ii,,,,,,false,3878,Plaster Sports Complex
2022,regular,2022-11-05T18:30:00.000Z,true,138,Northwest Missouri State,Mid America,ii,27,0,7,14,6,2403,Missouri Southern State,Mid America,ii,5,2,3,0,0,false,5134,Bearcat Stadium
2022,regular,2022-11-05T18:30:00.000Z,true,2553,Sewanee Univ. of the South,Southern Athletic,iii,,,,,,2757,Berry College,Southern Athletic,iii,,,,,,false,3823,Hardee-McGee Field
2022,regular,2022-11-05T18:30:00.000Z,true,2635,Tennessee Tech,OVC,fcs,35,7,7,14,7,2815,Lindenwood,OVC,fcs,34,0,21,7,6,false,3962,Tucker Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2692,Weber State,Big Sky,fcs,30,7,0,7,16,16,Sacramento State,Big Sky,fcs,33,7,9,7,10,false,3942,Stewart Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2105,Carson-Newman,South Atlantic,ii,,,,,,2842,UVA-Wise,South Atlantic,ii,,,,,,false,3663,Burke-Tarr Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2837,Texas A&M-Commerce,Southland,fcs,14,0,14,0,0,2466,Northwestern State,Southland,fcs,41,14,7,13,7,false,4762,Memorial Stadium (Commerce TX)
2022,regular,2022-11-05T19:00:00.000Z,true,2916,Incarnate Word,Southland,fcs,73,21,49,3,0,2277,Houston Christian,Southland,fcs,20,3,3,14,0,false,3734,Gayle and Tom Benson Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,568,Minot State,Northern Sun,ii,,,,,,559,University of Mary,Northern Sun,ii,,,,,,false,6052,Herb Parker Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2224,Findlay,Great Midwest Athletic,ii,,,,,,2682,Walsh,Great Midwest Athletic,ii,,,,,,false,3698,Donnell Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2572,Southern Mississippi,Sun Belt,fbs,14,0,0,14,0,2247,Georgia State,Sun Belt,fbs,42,14,14,7,7,false,3815,M. M. Roberts Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,201,Oklahoma,Big 12,fbs,35,14,7,7,7,239,Baylor,Big 12,fbs,38,14,10,7,7,false,3835,Gaylord Family Oklahoma Memorial Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2755,Grambling,SWAC,fcs,36,7,0,15,14,2029,Arkansas-Pine Bluff,SWAC,fcs,10,0,0,10,0,false,3902,Eddie Robinson Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,70,Idaho,Big Sky,fcs,48,7,28,3,10,331,Eastern Washington,Big Sky,fcs,16,3,7,0,6,false,3791,Kibbie Dome
2022,regular,2022-11-05T19:00:00.000Z,true,2535,Samford,Southern,fcs,34,0,7,13,14,2678,VMI,Southern,fcs,15,6,6,3,0,false,3925,Seibert Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2695,West Alabama,Gulf South,ii,,,,,,2401,Mississippi College,Gulf South,ii,,,,,,false,3957,Tiger Stadium (AL)
2022,regular,2022-11-05T19:00:00.000Z,true,2287,Illinois State,MVFC,fcs,17,10,7,0,0,2754,Youngstown State,MVFC,fcs,19,7,6,0,6,false,3744,Hancock Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2191,East Central,Great American,ii,16,0,6,3,7,2028,Arkansas-Monticello,Great American,ii,0,0,0,0,0,false,5936,Koi Ishto Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2927,Southwestern Oklahoma,Great American,ii,,,,,,2264,Harding,Great American,ii,,,,,,false,6073,Milam Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2271,Henderson State,Great American,ii,51,10,14,13,14,319,Oklahoma Baptist,Great American,ii,24,0,10,7,7,false,5113,Ruggles Field at Carpenter-Haygood Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,199,Southeastern Oklahoma,Great American,ii,,,,,,2888,Ouachita Baptist,Great American,ii,,,,,,false,3875,Paul Laird Field
2022,regular,2022-11-05T19:00:00.000Z,true,125,Grand Valley State,GLIAC,ii,42,7,7,21,7,131,Wayne State (MI),GLIAC,ii,14,0,0,0,14,false,3811,Lubbers Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2568,Southern Arkansas,Great American,ii,,,,,,200,Southern Nazarene,Great American,ii,,,,,,false,5891,Wilkins Stadium
2022,regular,2022-11-05T19:00:00.000Z,true,2170,Delta State,Gulf South,ii,,,,,,2698,West Georgia,Gulf South,ii,,,,,,false,5935,Parker Field at McCool Stadium
